Teks,label
"Ayo kawal pemanfaatan subsidi BBM & Kompensasi bagi yang berhak! Pengaduan, ketik BBM (spasi) isi pesan. Kirim 1708",2
"BANTING HARGA !! Internetan dgn Kuota 1,5GB HANYA 10rb Rupiah, paket Berlaku sebulan. Mau?? Ketik YA ke 919 s/d 16 Desember 2015",2
BEBAS ekspresikan dirimu bersama Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,2
Bebas Pulsa! Ambil bonusmu di *600# (GRATIS). Dptkan gratis nelpon atau internetas atau promo lainnya sesuai hobimu!,2
No.ID Pengisian pulsa M-Tronil Anda (672AT88) Mendapatkan HADIAH PROGRAM Poin isi ulang M-Tronik U/info Resmi Pemenang klik www.isiulangmtronik.webs.com,1
Pangmeulikeun heula pulsa bpa anu simpati 20ribu we ke digantian ku bpa ieu nomor na nya 081356256931,1
Pelanggan Yth SimCARD Anda M-dptkan Cek Tuanai Rp:27jt Dari PT.TRICARE INDONESIA Pin Anda HDR7JN7 U/Cek Pin Kunjungi www.programundiantricare-2015.blogspot.co.id,1
Pelanggan Yth Slmt kartu GSM Anda men-dpt TABUNGAN HAJI Rp100jt dari Kopi jahe HUT ke 61 no PIN 25efg477r U/info sgr Hub : 082374432257 pelaksana PT. SIDOMUNCUL,1
"Pelanggan yth, Anda mendapatkan hadiah ke (2) dari, POIN PLUS PLUS INDOSAT. Pin pemenang: b89c7h9 info pemenang klik www.indosatpoinplus-7887.webs.com",1
"Pelanggan Yth, Selamat, Anda men-dpt hadiah dr: Pengundian PT . INDOFOOD POPMIE pin anda FH53X77, U/info klik:www.pop-mie-indofood.webs.com",1
"Pelanggan yth,saya mba muliani operator Tri. Telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo. Selamat nomor Tri anda menang undian dr pesta isi ulang pulsa,Pin pemenang (25b17h) segera hubungi kantor Tri jakarta. Tlp; 089660608887 info klik: www.3tricard.blogspot.com",1
"Pelanggan yth,saya REZKY operator TRI, telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo, selamat no Tri anda menang undian dr pesta akhir tahun TRI Pin pemenang (2547afr) Info klik; www.bonus-tri75.blogspot.com",1
"Pelanggan Yth. kami dri kantor TRI jakarta sdh menghubungi No anda tpi tdk tersambung, Informasi ini kami sampaikan lewat sms, No Anda trpilih memenangkan HADIAH Cek Rp.35juta.dri Undian isi ulanag TRI-2016,PIN undian anda.(2547afr) U/Info;089653382227 KLIK; www.care27.blogspot.com",1
pelanggan yth. SIMCARD Anda sbg pemenang Mendapatkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8jf2177 dari GEBYAR UNDIAN 3 CARE Untuk Info lenkap klik: www.infoundian-3care.blogspot.com,1
Pelanggan YTH. SIMCARD Anda sbg Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infogebyarhadiah3care.blogspot.co.id,1
Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan Hadiah Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infohadiah3care2016.blogspot.co.id,1
Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari Program Pesta Akhir Tahun 3 Care Untuk Info Lenkap Klik: www.infohadiah3care2015.blogspot.co.id,1
Pelanggan Yth. TRI CARE No.XV/2015 PIN_PEMENANG ANDA 8JF2177. Mendapatkan Hadiah 1 Unit Mobil Toyota Yaris. Info klik http://tri-3.webnode.com/ UNTUK MENCOCOKKAN PIN PEMENANG ANDA,1
Pelanggan Yth..M-KIOS CELL Menawarkan pendaftaran Cip M-kios & Token PLN harga pulsa :V5: Rp.4300 V10: 8300 Utk bergabung Ketik INFO kirim ke 089652018503,1
Pelanggan Yth: Selamat! No.SimCard anda 081571xxx resmi menang undian POIN plus-plus Edisi th2014 Pin anda:er56d7 U/info klik: www.hadiah-poin.blogspot.com,1
pembayaran anda sudah jatuh tempo silahkan melapor/M-HUB ke Kantor 082327327705 terima kasih,1
Pembayaran'nya bulan ini kalau mau di bayar harap telpon/sms dulu ke atasan kami Bpk.DEDY. Hp;085221118517.Terima kasih.,1
"Penawaran terbatas software SMS gateway utk iklan SMS, pilkada, sekolah, instansi, kampus dll. Harga promo rp. 100.000 hub:jasa advertising corp 085727088813 24jam.",1
"Penyetoran Angsuran'nya kalau mau di bayar harap Tlp dlu ke atasan sy Bpk IWAN, hp.082319733334, Dri INDOMOBIL FINANCE, Tks",1
Permintaan Anda akan segera kami proses untuk keyword REG GITA dari layanan PT. Hypermind,1
Pesan resmi dari 3care Bahwa saya mendapatkan undian ketiga uang tunai 100juta.www.tri-indonesia2016.blogspot.com,1
PESAN RESMI dari M-KIOS PESTA ISI ULANG KRT anda terpilih men-dptkan HADIAH ke-4 cek 100jt PIN:M7H7R47 hub:custumer klik: www.snmkios-ed16.blogspot.com,1
pesan resmi DARI PT.PLANET 3CARD anda mendapatkan hadiah CEK TUNAI Senilai Rp.100jt jatuh ke pemenang (3) kode PIN:bg58757 silahkan CEK di: www.planet-3care2016.blogspot.com.,1
pesan resmi dari PT.TRI CARE indonesia selamat SimCARD anda mendapatkan hadiah senilai 100 juta jatuh ke pemenang (lV) kode pin ijh76k79 silahkan cek di www.pt-tricare.com,1
"PESAN RESMI DARI PT3CARE berkat isi ulang pulsa No. anda RESMI mendapatkan hadiah.Rp. 100 juta dari 3CARE dengan PIN. pemenang anda (b8337h9) u/info klik, www.hadiahlpt3care959.blogspot.com",1
"PESAN RESMI DARI TRI3CARE, SELAMAT ANDA MNDPT HADIAH 1UNT MOBIL HONDA JAZZ RS,NO.PIN PEMENANG ANDA : 47BL759 UNTUK INFO KUNJUNGI : http://gebyar-3care2016.jimdo.com",1
PESAN RESMI dr PT.Tricare Slamat No anda tpilih mndpt HADIAH 1unit Mobil Honda JAZZ Pin Pmenang anda 454647LM u/ Info Klik:www.hadiah-tricaretbk2016.jimdo.com,1
PESAN RESMI DR TRI CARE INDONESIA 2016 Selamat No.anda mendpatkn hadiah dgn No.PIN:47BL759 U/info silahkan kunjungi: www.gebyar3care-2016.jimdo.com,1
PESAN RESMI DR TRI-CARE INDONESIA 2016 selamat No.anda mendptkn hadiah dgn No.PIN pemenang;47BL759 U/imfo silahkan kunjungi; www.bima3care2016.jimdo.com,1
"Ada nama1 . Tpi gatau msh berfungsi atau engga, udh lama ga dipake sih",0
Ada diruangan nya tadi,0
Ada internet min alamatnya dmn?,0
"Ada mba, harganya 1,6jt/bln. Fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tempat tdr, dan lemari.",0
Ada nya instagram,0
Ada perasaan nyesel gt sedikit. Waktu kuliah. Asa ga merhatin. Ga ngerangkul semua. Aku pribadi hmm,0
Ada semua di panduan pla..dishare di grup ini dan fb,0
"Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm",0
"Ada teh dikpad, ini kontaknya ####",0
Ada yang 400 rb yang kamar mandinya sama2 kalau yang ada kamar mandi di dalam kalau yang kecil 600 dan yang agak besar 700 rb,0
Ada yg lain kok ikan tahu tempe,0
"Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk",0
Ada yg tau ruangan pak daya yg di fpmipa b?,0
"Ada yg tdk bisa jam tertentu? Kemungkinan pagi jam 8, tapi nanti diumumkan.",0
Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,0
Aigoo banyak banget chatnyaa aku baru liat hape hehehe,0
"Airnya asa kurang lancar, besok ku tanya papa yah,",0
Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw,0
"Aku ada spagetti, tp usah kaldaluarsa belum yah",0
Aku bawa daging yg dah direbus gapapa? Yg mentah tinggal tulang2an wkwk,0
Aku besok dtg agak telat jam 8 boleh ngga? Kan jam 10 ya mulainya?,0
"aku delete aja ya, ntar nama1 pull dulu atau sync dulu, ntar masukin yang nama1 , baru push.",0
Aku depan pasca skrng,0
Aku di pt. DI,0
Aku dy wkwk makanya kurang direstui jg krna kejauhan,0
"Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1  :(",0
Aku ga ke upi sepertinya,0
"Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(",0
Aku jg blm berangkt wkwk,0
Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,0
